Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 ChannelSelect,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name,OriginSequence,Method,Harvest
Pool_12C13C,Pool_12C13C_DnHz_Biologicalreplicate_1_analyticalreplicate_1_08152024_SZ_20,Pool_12C13C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B4,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample10_12C_DnHz_08152024_SZ_21,SLC22A11_PTC_B09_Pel_DHEAS_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:D1,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample11_12C_DnHz_08152024_SZ_22,CYP19A1_PTC_B07_Pel_Basal_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:D2,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample12_12C_DnHz_08152024_SZ_23,CYP19A1_WT2_Pel_DHEAS_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:D3,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample13_12C_DnHz_08152024_SZ_24,CYP11A1_WT3_Pel_Basal_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:D4,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample14_12C_DnHz_08152024_SZ_25,ABCG2_PTC_C11_Pel_Basal_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:D5,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample16_12C_DnHz_08152024_SZ_27,CYP19A1_PTC_C06_Pel_DHEAS_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:D7,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample18_12C_DnHz_08152024_SZ_29,ABCG2_PTC_E03_Pel_DHEAS_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:D9,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C,Pool_12C_DnHz_Biologicalreplicate_2_analyticalreplicate_1_08152024_SZ_30,Pool_12C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B2,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C13C,Pool_12C13C_DnHz_Biologicalreplicate_2_analyticalreplicate_1_08152024_SZ_31,Pool_12C13C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B5,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample19_12C_DnHz_08152024_SZ_32,CYP11A1_PTC_A11_Pel_Basal_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:E1,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample20_12C_DnHz_08152024_SZ_33,ABCG2_WT3_Pel_DHEAS_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:E2,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample21_12C_DnHz_08152024_SZ_34,ABCG2_PTC_B03_Pel_DHEAS_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:E3,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample22_12C_DnHz_08152024_SZ_35,HSB17B1_PTC_B10_Pel_DHEAS_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:E4,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample23_12C_DnHz_08152024_SZ_36,CYP11A1_WT2_Pel_Basal_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:E5,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample24_12C_DnHz_08152024_SZ_37,CYP19A1_PTC_C06_Pel_Basal_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:E6,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample25_12C_DnHz_08152024_SZ_38,SLC22A11_PTC_B09_Pel_DHEAS_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:E7,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample26_12C_DnHz_08152024_SZ_39,CYP19A1_WT1_Pel_Basal_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:E8,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample27_12C_DnHz_08152024_SZ_40,CYP19A1_PTC_F08_Pel_DHEAS_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:E9,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C,Pool_12C_DnHz_Biologicalreplicate_1_analyticalreplicate_2_08152024_SZ_41,Pool_12C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B1,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C13C,Pool_12C13C_DnHz_Biologicalreplicate_1_analyticalreplicate_2_08152024_SZ_42,Pool_12C13C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B4,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample28_12C_DnHz_08152024_SZ_43,HSB17B1_PTC_A12_Pel_Basal_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:F1,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample29_12C_DnHz_08152024_SZ_44,HSB17B1_PTC_A12_Pel_Basal_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:F2,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample31_12C_DnHz_08152024_SZ_46,CYP11A1_WT2_Pel_DHEAS_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:F4,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample33_12C_DnHz_08152024_SZ_48,SLC22A11_PTC_B09_Pel_DHEAS_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:F6,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample34_12C_DnHz_08152024_SZ_49,CYP19A1_WT2_Pel_Basal_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:F7,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample35_12C_DnHz_08152024_SZ_50,CYP11A1_WT1_Pel_Basal_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:F8,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample36_12C_DnHz_08152024_SZ_51,SLC22A11_PTC_C09_Pel_Basal_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:F9,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C,Pool_12C_DnHz_Biologicalreplicate_3_analyticalreplicate_2_08152024_SZ_52,Pool_12C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B3,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C13C,Pool_12C13C_DnHz_Biologicalreplicate_3_analyticalreplicate_2_08152024_SZ_53,Pool_12C13C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B6,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample37_12C_DnHz_08152024_SZ_54,CYP19A1_WT1_Pel_DHEAS_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:A1,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample38_12C_DnHz_08152024_SZ_55,CYP11A1_PTC_A11_Pel_Basal_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:A2,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample39_12C_DnHz_08152024_SZ_56,ABCG2_PTC_B03_Pel_Basal_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:A3,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample40_12C_DnHz_08152024_SZ_57,HSB17B1_PTC_A09_Pel_DHEAS_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:A4,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample41_12C_DnHz_08152024_SZ_58,SLC22A11_PTC_D07_Pel_Basal_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:A5,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample42_12C_DnHz_08152024_SZ_59,CYP19A1_PTC_B07_Pel_DHEAS_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:A6,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample43_12C_DnHz_08152024_SZ_60,CYP19A1_PTC_B07_Pel_Basal_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:A7,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample44_12C_DnHz_08152024_SZ_61,CYP11A1_PTC_A11_Pel_DHEAS_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:A8,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample45_12C_DnHz_08152024_SZ_62,ABCG2_WT2_Pel_Basal_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:A9,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C,Pool_12C_DnHz_Biologicalreplicate_2_analyticalreplicate_2_08152024_SZ_63,Pool_12C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B2,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C13C,Pool_12C13C_DnHz_Biologicalreplicate_2_analyticalreplicate_2_08152024_SZ_64,Pool_12C13C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B5,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample46_12C_DnHz_08152024_SZ_65,ABCG2_PTC_E03_Pel_DHEAS_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:B1,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample47_12C_DnHz_08152024_SZ_66,CYP11A1_PTC_B11_Pel_DHEAS_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:B2,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample48_12C_DnHz_08152024_SZ_67,ABCG2_PTC_B03_Pel_Basal_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:B3,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample49_12C_DnHz_08152024_SZ_68,ABCG2_WT1_Pel_DHEAS_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:B4,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample50_12C_DnHz_08152024_SZ_69,CYP11A1_WT1_Pel_DHEAS_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:B5,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample51_12C_DnHz_08152024_SZ_70,ABCG2_WT1_Pel_Basal_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:B6,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample52_12C_DnHz_08152024_SZ_71,CYP19A1_WT1_Pel_DHEAS_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:B7,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample53_12C_DnHz_08152024_SZ_72,ABCG2_WT1_Pel_DHEAS_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:B8,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample54_12C_DnHz_08152024_SZ_73,CYP19A1_PTC_C06_Pel_DHEAS_R3,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:B9,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C,Pool_12C_DnHz_Biologicalreplicate_2_analyticalreplicate_3_08152024_SZ_74,Pool_12C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B2,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C13C,Pool_12C13C_DnHz_Biologicalreplicate_2_analyticalreplicate_3_08152024_SZ_75,Pool_12C13C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B5,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample55_12C_DnHz_08152024_SZ_76,CYP11A1_WT3_Pel_DHEAS_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:C1,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample56_12C_DnHz_08152024_SZ_77,HSB17B1_PTC_B10_Pel_Basal_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:C2,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample57_12C_DnHz_08152024_SZ_78,ABCG2_PTC_C11_Pel_DHEAS_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:C3,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample58_12C_DnHz_08152024_SZ_79,CYP11A1_PTC_E10_Pel_DHEAS_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:C4,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample60_12C_DnHz_08152024_SZ_81,CYP11A1_PTC_A11_Pel_Basal_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:C6,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample61_12C_DnHz_08152024_SZ_82,ABCG2_WT3_Pel_Basal_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:C7,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample62_12C_DnHz_08152024_SZ_83,SLC22A11_PTC_D07_Pel_DHEAS_R2,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:C8,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Unknown,Cellpellets_Sample63_12C_DnHz_08152024_SZ_84,CYP19A1_PTC_B07_Pel_Basal_R1,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,B:C9,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C,Pool_12C_DnHz_Biologicalreplicate_1_analyticalreplicate_3_08152024_SZ_85,Pool_12C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B1,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
Pool_12C13C,Pool_12C13C_DnHz_Biologicalreplicate_1_analyticalreplicate_3_08152024_SZ_86,Pool_12C13C_DnHz,D:\Shujian\08012024_DnHz_supernatant\Batch_1,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,,,R:B4,3,,0,0,0,1,,,,,,,,08152024_dnhz_cellpellets_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\05012024_DnHz_switchvalve,Pellet
